sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
Female;40-59;Black;Divorced;Higher education;North America;Private;Tech-support;<=50K
Female;40-59;Black;Divorced;Higher education;North America;Private;Tech-support;<=50K
Female;40-59;Black;Divorced;Higher education;North America;State-gov;Adm-clerical;<=50K
Female;40-59;Black;Divorced;Higher education;North America;State-gov;Adm-clerical;<=50K
Female;40-59;Black;Divorced;Higher education;North America;State-gov;Adm-clerical;<=50K
Female;40-59;Black;Divorced;Higher education;North America;State-gov;Adm-clerical;<=50K
Female;40-59;Black;Divorced;Higher education;North America;State-gov;Adm-clerical;<=50K
Female;40-59;Black;Divorced;Higher education;North America;State-gov;Adm-clerical;<=50K
Female;40-59;Black;Divorced;Higher education;North America;State-gov;Machine-op-inspct;<=50K
Female;40-59;Black;Divorced;Higher education;North America;State-gov;Prof-specialty;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Local-gov;Adm-clerical;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Local-gov;Adm-clerical;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Local-gov;Handlers-cleaners;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Local-gov;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Local-gov;Tech-support;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Local-gov;Transport-moving;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Craft-repair;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Craft-repair;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Exec-managerial;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Exec-managerial;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Handlers-cleaners;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Handlers-cleaners;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Priv-house-serv;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Priv-house-serv;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Priv-house-serv;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Prof-specialty;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Prof-specialty;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Sales;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Sales;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Sales;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Tech-support;<=50K
Female;40-59;Black;Divorced;Secondary education;North America;Private;Tech-support;<=50K
Female;40-59;Black;Married-civ-spouse;Higher education;North America;Local-gov;Prof-specialty;>50K
Female;40-59;Black;Married-civ-spouse;Higher education;North America;Local-gov;Prof-specialty;>50K
Female;40-59;Black;Married-civ-spouse;Higher education;North America;Local-gov;Prof-specialty;>50K
Female;40-59;Black;Married-civ-spouse;Higher education;North America;Local-gov;Prof-specialty;>50K
Female;40-59;Black;Married-civ-spouse;Higher education;North America;Local-gov;Protective-serv;>50K
Female;40-59;Black;Married-civ-spouse;Higher education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Married-civ-spouse;Higher education;North America;Private;Adm-clerical;>50K
Female;40-59;Black;Married-civ-spouse;Higher education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Married-civ-spouse;Higher education;North America;Private;Adm-clerical;>50K
Female;40-59;Black;Married-civ-spouse;Higher education;North America;Private;Adm-clerical;>50K
Female;40-59;Black;Married-civ-spouse;Higher education;North America;Private;Adm-clerical;>50K
Female;40-59;Black;Married-civ-spouse;Higher education;North America;Private;Craft-repair;>50K
Female;40-59;Black;Married-civ-spouse;Higher education;North America;Private;Exec-managerial;>50K
Female;40-59;Black;Married-civ-spouse;Higher education;North America;Private;Exec-managerial;>50K
Female;40-59;Black;Married-civ-spouse;Higher education;North America;Private;Exec-managerial;>50K
Female;40-59;Black;Married-civ-spouse;Higher education;North America;Private;Exec-managerial;>50K
Female;40-59;Black;Married-civ-spouse;Higher education;North America;Private;Other-service;<=50K
Female;40-59;Black;Married-civ-spouse;Higher education;North America;Private;Other-service;<=50K
Female;40-59;Black;Married-civ-spouse;Higher education;North America;Private;Prof-specialty;>50K
Female;40-59;Black;Married-civ-spouse;Higher education;North America;Private;Prof-specialty;>50K
Female;40-59;Black;Married-civ-spouse;Higher education;North America;Private;Tech-support;<=50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Adm-clerical;>50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Handlers-cleaners;<=50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Handlers-cleaners;<=50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Machine-op-inspct;>50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Machine-op-inspct;>50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Other-service;>50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Other-service;>50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Other-service;>50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Priv-house-serv;<=50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Prof-specialty;<=50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Protective-serv;<=50K
Female;40-59;Black;Married-civ-spouse;Secondary education;North America;Private;Sales;<=50K
Female;40-59;Black;Married-spouse-absent;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Married-spouse-absent;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Married-spouse-absent;Secondary education;North America;Private;Craft-repair;<=50K
Female;40-59;Black;Married-spouse-absent;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Married-spouse-absent;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Married-spouse-absent;Secondary education;North America;Private;Sales;<=50K
Female;40-59;Black;Never-married;Higher education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Never-married;Higher education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Never-married;Higher education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Never-married;Higher education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Never-married;Higher education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Never-married;Higher education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Never-married;Higher education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Never-married;Higher education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Never-married;Higher education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Never-married;Higher education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Never-married;Higher education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Never-married;Higher education;North America;Private;Craft-repair;<=50K
Female;40-59;Black;Never-married;Higher education;North America;Private;Craft-repair;<=50K
Female;40-59;Black;Never-married;Higher education;North America;Private;Exec-managerial;<=50K
Female;40-59;Black;Never-married;Higher education;North America;Private;Exec-managerial;<=50K
Female;40-59;Black;Never-married;Higher education;North America;Private;Exec-managerial;<=50K
Female;40-59;Black;Never-married;Higher education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Never-married;Higher education;North America;Private;Other-service;<=50K
Female;40-59;Black;Never-married;Higher education;North America;Private;Other-service;<=50K
Female;40-59;Black;Never-married;Higher education;North America;Private;Other-service;<=50K
Female;40-59;Black;Never-married;Higher education;North America;Private;Prof-specialty;<=50K
Female;40-59;Black;Never-married;Higher education;North America;Private;Transport-moving;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Federal-gov;Adm-clerical;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Federal-gov;Adm-clerical;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Federal-gov;Craft-repair;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Federal-gov;Other-service;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Federal-gov;Sales;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Craft-repair;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Exec-managerial;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Exec-managerial;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Farming-fishing;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Handlers-cleaners;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Priv-house-serv;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Prof-specialty;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Sales;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Sales;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Sales;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Sales;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Tech-support;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Transport-moving;<=50K
Female;40-59;Black;Never-married;Secondary education;North America;Private;Transport-moving;<=50K
Female;40-59;Black;Separated;Higher education;North America;Local-gov;Adm-clerical;<=50K
Female;40-59;Black;Separated;Higher education;North America;Local-gov;Other-service;<=50K
Female;40-59;Black;Separated;Higher education;North America;Local-gov;Prof-specialty;<=50K
Female;40-59;Black;Separated;Higher education;North America;Local-gov;Prof-specialty;<=50K
Female;40-59;Black;Separated;Higher education;North America;Local-gov;Prof-specialty;<=50K
Female;40-59;Black;Separated;Higher education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Separated;Higher education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Separated;Higher education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Separated;Higher education;North America;Private;Exec-managerial;<=50K
Female;40-59;Black;Separated;Higher education;North America;Private;Exec-managerial;<=50K
Female;40-59;Black;Separated;Higher education;North America;Private;Exec-managerial;<=50K
Female;40-59;Black;Separated;Higher education;North America;Private;Exec-managerial;<=50K
Female;40-59;Black;Separated;Higher education;North America;Private;Exec-managerial;<=50K
Female;40-59;Black;Separated;Higher education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Separated;Higher education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Separated;Higher education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Separated;Higher education;North America;Private;Other-service;<=50K
Female;40-59;Black;Separated;Higher education;North America;Private;Other-service;<=50K
Female;40-59;Black;Separated;Higher education;North America;Private;Other-service;<=50K
Female;40-59;Black;Separated;Higher education;North America;Private;Prof-specialty;<=50K
Female;40-59;Black;Separated;Higher education;North America;Private;Prof-specialty;<=50K
Female;40-59;Black;Separated;Higher education;North America;Private;Sales;<=50K
Female;40-59;Black;Separated;Higher education;North America;Private;Sales;<=50K
Female;40-59;Black;Separated;Higher education;North America;Private;Tech-support;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Craft-repair;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Craft-repair;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Craft-repair;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Craft-repair;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Exec-managerial;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Handlers-cleaners;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Handlers-cleaners;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Priv-house-serv;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Priv-house-serv;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Prof-specialty;<=50K
Female;40-59;Black;Separated;Secondary education;North America;Private;Sales;<=50K
Female;40-59;Black;Widowed;Higher education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Widowed;Higher education;North America;Private;Craft-repair;<=50K
Female;40-59;Black;Widowed;Higher education;North America;Private;Exec-managerial;<=50K
Female;40-59;Black;Widowed;Higher education;North America;Private;Exec-managerial;<=50K
Female;40-59;Black;Widowed;Higher education;North America;Private;Exec-managerial;<=50K
Female;40-59;Black;Widowed;Higher education;North America;Private;Other-service;<=50K
Female;40-59;Black;Widowed;Higher education;North America;Private;Prof-specialty;<=50K
Female;40-59;Black;Widowed;Higher education;North America;Private;Protective-serv;<=50K
Female;40-59;Black;Widowed;Higher education;North America;Private;Sales;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Adm-clerical;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Craft-repair;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Craft-repair;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Craft-repair;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Exec-managerial;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Exec-managerial;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Handlers-cleaners;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Machine-op-inspct;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Other-service;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Prof-specialty;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Sales;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Tech-support;<=50K
Female;40-59;Black;Widowed;Secondary education;North America;Private;Transport-moving;<=50K
Female;40-59;White;Divorced;Higher education;Europe;Private;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;Europe;Private;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;Europe;Private;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;Europe;Private;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;Europe;Private;Exec-managerial;<=50K
Female;40-59;White;Divorced;Higher education;Europe;Private;Exec-managerial;<=50K
Female;40-59;White;Divorced;Higher education;Europe;Private;Exec-managerial;<=50K
Female;40-59;White;Divorced;Higher education;Europe;Private;Exec-managerial;<=50K
Female;40-59;White;Divorced;Higher education;Europe;Private;Handlers-cleaners;<=50K
Female;40-59;White;Divorced;Higher education;Europe;Private;Other-service;<=50K
Female;40-59;White;Divorced;Higher education;Europe;Private;Other-service;<=50K
Female;40-59;White;Divorced;Higher education;Europe;Private;Priv-house-serv;<=50K
Female;40-59;White;Divorced;Higher education;Europe;Private;Prof-specialty;<=50K
Female;40-59;White;Divorced;Higher education;Europe;Private;Prof-specialty;<=50K
Female;40-59;White;Divorced;Higher education;Europe;Private;Sales;<=50K
Female;40-59;White;Divorced;Higher education;Europe;Private;Sales;<=50K
Female;40-59;White;Divorced;Higher education;Europe;Private;Sales;<=50K
Female;40-59;White;Divorced;Higher education;North America;Federal-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Federal-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Federal-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Federal-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Federal-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Federal-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Federal-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Federal-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Federal-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Federal-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Federal-gov;Exec-managerial;<=50K
Female;40-59;White;Divorced;Higher education;North America;Federal-gov;Exec-managerial;<=50K
Female;40-59;White;Divorced;Higher education;North America;Federal-gov;Exec-managerial;<=50K
Female;40-59;White;Divorced;Higher education;North America;Federal-gov;Exec-managerial;<=50K
Female;40-59;White;Divorced;Higher education;North America;Federal-gov;Farming-fishing;<=50K
Female;40-59;White;Divorced;Higher education;North America;Federal-gov;Prof-specialty;<=50K
Female;40-59;White;Divorced;Higher education;North America;Local-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Local-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Local-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Local-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Local-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Local-gov;Adm-clerical;>50K
Female;40-59;White;Divorced;Higher education;North America;Local-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Local-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Local-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Local-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Local-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Local-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Local-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Local-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Local-gov;Adm-clerical;<=50K
Female;40-59;White;Divorced;Higher education;North America;Local-gov;Adm-clerical;<=50K
